0
1
1 -1 -1		1 -1 -1		0 0 130		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0  2 64
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1

2
1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1  5 43		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
0 1 79		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1		1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		0 -1 -1		1 -1 -1
1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1		1 -1 -1
